_id,time,x,y,z,__v
657313d3f0fd7e0ab16454be,1702040531780,2.47,7.717,-0.401,0
657313d3f0fd7e0ab16454c1,1702040531980,2.482,7.688,-0.39,0
657313d4f0fd7e0ab16454c6,1702040532194,2.482,7.688,-0.39,0
657313d4f0fd7e0ab16454d0,1702040532391,2.482,7.688,-0.39,0
657313d4f0fd7e0ab16454d9,1702040532610,2.482,7.688,-0.39,0
657313d4f0fd7e0ab16454e1,1702040532797,2.482,7.688,-0.39,0
657313d4f0fd7e0ab16454eb,1702040532978,2.482,7.688,-0.39,0
657313d5f0fd7e0ab16454f6,1702040533160,2.482,7.688,-0.39,0
657313d5f0fd7e0ab16454ff,1702040533345,2.482,7.688,-0.39,0
657313d5f0fd7e0ab1645502,1702040533530,2.482,7.688,-0.39,0
657313d5f0fd7e0ab1645505,1702040533715,2.482,7.688,-0.39,0
657313d5f0fd7e0ab1645508,1702040533903,2.482,7.688,-0.39,0
657313d6f0fd7e0ab164550b,1702040534080,2.482,7.688,-0.39,0
657313d6f0fd7e0ab164550e,1702040534286,2.482,7.688,-0.39,0
657313d6f0fd7e0ab1645511,1702040534472,2.482,7.688,-0.39,0
657313d6f0fd7e0ab1645514,1702040534652,2.482,7.688,-0.39,0
657313d6f0fd7e0ab1645519,1702040534844,2.482,7.688,-0.39,0
657313d7f0fd7e0ab164551c,1702040535037,2.482,7.688,-0.39,0
657313d7f0fd7e0ab1645525,1702040535216,2.482,7.688,-0.39,0
657313d7f0fd7e0ab1645530,1702040535395,2.482,7.688,-0.39,0
657313d7f0fd7e0ab164553a,1702040535584,2.482,7.688,-0.39,0
657313d7f0fd7e0ab1645545,1702040535769,4.16,4.314,0.426,0
657313d7f0fd7e0ab1645552,1702040535960,4.16,4.314,0.426,0
657313d8f0fd7e0ab164555c,1702040536160,4.16,4.314,0.426,0
657313d8f0fd7e0ab1645567,1702040536336,4.142,4.235,0.553,0
657313d8f0fd7e0ab1645571,1702040536517,4.142,4.235,0.553,0
657313d8f0fd7e0ab164557f,1702040536716,4.142,4.235,0.553,0
657313d8f0fd7e0ab164558b,1702040536902,4.011,4.32,0.299,0
657313d9f0fd7e0ab1645596,1702040537098,4.011,4.32,0.299,0
657313d9f0fd7e0ab164559f,1702040537271,4.048,4.259,0.347,0
657313d9f0fd7e0ab16455aa,1702040537468,4.048,4.259,0.347,0
657313d9f0fd7e0ab16455b8,1702040537669,4.048,4.259,0.347,0
657313d9f0fd7e0ab16455c1,1702040537839,3.919,4.348,-0.176,0
657313daf0fd7e0ab16455cc,1702040538013,3.919,4.348,-0.176,0
657313daf0fd7e0ab16455d8,1702040538184,3.919,4.348,-0.176,0
657313daf0fd7e0ab16455e1,1702040538376,3.911,4.363,-0.315,0
657313daf0fd7e0ab16455ef,1702040538572,3.911,4.363,-0.315,0
657313daf0fd7e0ab16455fa,1702040538760,3.925,4.354,-0.024,0
657313daf0fd7e0ab1645604,1702040538937,3.925,4.354,-0.024,0
657313dbf0fd7e0ab1645612,1702040539136,3.925,4.354,-0.024,0
657313dbf0fd7e0ab164561f,1702040539345,3.803,4.414,-0.199,0
657313dbf0fd7e0ab164562b,1702040539544,3.803,4.414,-0.199,0
657313dbf0fd7e0ab1645637,1702040539742,3.803,4.414,-0.199,0
657313dbf0fd7e0ab1645644,1702040539945,3.738,4.315,-0.007,0
657313dcf0fd7e0ab1645650,1702040540148,3.738,4.315,-0.007,0
657313dcf0fd7e0ab164565d,1702040540325,3.617,4.3,0.002,0
657313dcf0fd7e0ab164566a,1702040540527,3.617,4.3,0.002,0
657313dcf0fd7e0ab1645678,1702040540726,3.405,4.335,-0.234,0
657313dcf0fd7e0ab1645683,1702040540926,3.405,4.335,-0.234,0
657313ddf0fd7e0ab164568f,1702040541117,3.405,4.335,-0.234,0
657313ddf0fd7e0ab164569a,1702040541298,3.161,4.308,-0.275,0
657313ddf0fd7e0ab16456a6,1702040541472,3.161,4.308,-0.275,0
657313ddf0fd7e0ab16456b1,1702040541649,3.161,4.308,-0.275,0
657313ddf0fd7e0ab16456be,1702040541853,2.883,4.298,-0.202,0
657313def0fd7e0ab16456c9,1702040542026,2.883,4.298,-0.202,0
657313def0fd7e0ab16456d3,1702040542230,2.883,4.298,-0.202,0
657313def0fd7e0ab16456de,1702040542416,2.669,4.268,0.107,0
657313def0fd7e0ab16456ea,1702040542594,2.669,4.268,0.107,0
657313def0fd7e0ab16456f5,1702040542777,2.436,4.257,-0.366,0
657313def0fd7e0ab1645700,1702040542972,2.436,4.257,-0.366,0
657313dff0fd7e0ab164570c,1702040543155,2.436,4.257,-0.366,0
657313dff0fd7e0ab1645719,1702040543351,2.202,4.316,-0.522,0
657313dff0fd7e0ab1645725,1702040543529,2.202,4.316,-0.522,0
657313dff0fd7e0ab164572e,1702040543708,1.898,4.416,-0.503,0
657313dff0fd7e0ab164573b,1702040543909,1.898,4.416,-0.503,0
657313e0f0fd7e0ab1645747,1702040544107,1.898,4.416,-0.503,0
657313e0f0fd7e0ab1645754,1702040544326,1.644,4.286,0.224,0
657313e0f0fd7e0ab1645760,1702040544529,1.644,4.286,0.224,0
657313e0f0fd7e0ab164576b,1702040544726,1.581,4.234,-0.063,0
657313e0f0fd7e0ab1645776,1702040544930,1.581,4.234,-0.063,0
657313e1f0fd7e0ab1645782,1702040545107,1.581,4.234,-0.063,0
657313e1f0fd7e0ab164578d,1702040545298,1.353,4.287,-0.39,0
657313e1f0fd7e0ab1645798,1702040545482,1.353,4.287,-0.39,0
657313e1f0fd7e0ab16457a4,1702040545662,1.353,4.287,-0.39,0
657313e1f0fd7e0ab16457af,1702040545865,0.977,4.408,0.336,0
657313e2f0fd7e0ab16457bb,1702040546076,0.977,4.408,0.336,0
657313e2f0fd7e0ab16457c8,1702040546285,0.876,4.338,0.134,0
657313e2f0fd7e0ab16457d2,1702040546463,0.876,4.338,0.134,0
657313e2f0fd7e0ab16457e1,1702040546672,0.876,4.338,0.134,0
657313e2f0fd7e0ab16457ec,1702040546853,0.772,4.327,-0.194,0
657313e3f0fd7e0ab16457f9,1702040547072,0.772,4.327,-0.194,0
657313e3f0fd7e0ab1645805,1702040547281,0.651,4.449,0.141,0
657313e3f0fd7e0ab1645810,1702040547459,0.651,4.449,0.141,0
657313e3f0fd7e0ab164581a,1702040547644,0.651,4.449,0.141,0
657313e3f0fd7e0ab1645825,1702040547844,0.737,4.462,0.264,0
657313e4f0fd7e0ab1645832,1702040548030,0.737,4.462,0.264,0
657313e4f0fd7e0ab164583d,1702040548247,0.907,4.56,0.463,0
657313e4f0fd7e0ab164584a,1702040548441,0.907,4.56,0.463,0
657313e4f0fd7e0ab1645858,1702040548638,0.907,4.56,0.463,0
657313e4f0fd7e0ab1645863,1702040548837,1.046,4.753,0.328,0
657313e5f0fd7e0ab164586f,1702040549028,1.046,4.753,0.328,0
657313e5f0fd7e0ab164587b,1702040549227,1.046,4.753,0.328,0
657313e5f0fd7e0ab1645886,1702040549433,1.044,4.888,0.074,0
657313e5f0fd7e0ab1645894,1702040549659,1.044,4.888,0.074,0
657313e5f0fd7e0ab164589f,1702040549856,1.033,5.025,0.105,0
657313e6f0fd7e0ab16458aa,1702040550045,1.033,5.025,0.105,0
657313e6f0fd7e0ab16458b6,1702040550232,1.033,5.025,0.105,0
657313e6f0fd7e0ab16458bf,1702040550413,1.15,5.127,0.297,0
657313e6f0fd7e0ab16458cb,1702040550602,1.15,5.127,0.297,0
657313e6f0fd7e0ab16458d6,1702040550779,1.139,5.1,-0.313,0
657313e6f0fd7e0ab16458e1,1702040550954,1.139,5.1,-0.313,0
657313e7f0fd7e0ab16458ed,1702040551163,1.139,5.1,-0.313,0
657313e7f0fd7e0ab16458fa,1702040551352,1.284,5.092,0.36,0
657313e7f0fd7e0ab1645907,1702040551565,1.284,5.092,0.36,0
657313e7f0fd7e0ab1645915,1702040551761,1.284,5.092,0.36,0
657313e7f0fd7e0ab1645922,1702040551954,1.458,5.038,0.006,0
657313e8f0fd7e0ab164592e,1702040552148,1.458,5.038,0.006,0
657313e8f0fd7e0ab164593a,1702040552359,1.6,5.028,-0.223,0
657313e8f0fd7e0ab1645945,1702040552570,1.6,5.028,-0.223,0
657313e8f0fd7e0ab1645951,1702040552768,1.6,5.028,-0.223,0
657313e8f0fd7e0ab164595e,1702040552962,1.806,5.076,0.15,0
657313e9f0fd7e0ab1645967,1702040553143,1.806,5.076,0.15,0
657313e9f0fd7e0ab1645973,1702040553336,1.806,5.076,0.15,0
657313e9f0fd7e0ab1645980,1702040553550,1.989,4.997,-0.261,0
657313e9f0fd7e0ab164598e,1702040553735,1.989,4.997,-0.261,0
657313e9f0fd7e0ab164599b,1702040553935,2.224,5.044,-0.57,0
657313eaf0fd7e0ab16459a8,1702040554125,2.224,5.044,-0.57,0
657313eaf0fd7e0ab16459b4,1702040554329,2.224,5.044,-0.57,0
657313eaf0fd7e0ab16459bf,1702040554524,2.473,5.158,-0.581,0
657313eaf0fd7e0ab16459c9,1702040554707,2.473,5.158,-0.581,0
657313eaf0fd7e0ab16459d7,1702040554896,2.473,5.158,-0.581,0
657313ebf0fd7e0ab16459e0,1702040555069,2.599,5.122,-0.596,0
657313ebf0fd7e0ab16459ec,1702040555261,2.599,5.122,-0.596,0
657313ebf0fd7e0ab16459f7,1702040555473,2.431,5.339,-0.654,0
657313ebf0fd7e0ab1645a02,1702040555667,2.431,5.339,-0.654,0
657313ebf0fd7e0ab1645a0e,1702040555857,2.431,5.339,-0.654,0
657313ecf0fd7e0ab1645a19,1702040556038,2.296,5.465,-0.725,0
657313ecf0fd7e0ab1645a25,1702040556230,2.296,5.465,-0.725,0
657313ecf0fd7e0ab1645a31,1702040556442,2.357,5.637,-0.712,0
657313ecf0fd7e0ab1645a3e,1702040556656,2.357,5.637,-0.712,0
657313ecf0fd7e0ab1645a49,1702040556869,2.357,5.637,-0.712,0
657313edf0fd7e0ab1645a54,1702040557047,2.499,5.831,0.205,0
657313edf0fd7e0ab1645a60,1702040557235,2.499,5.831,0.205,0
657313edf0fd7e0ab1645a6b,1702040557460,2.499,5.831,0.205,0
657313edf0fd7e0ab1645a76,1702040557674,2.418,6.199,-0.063,0
657313edf0fd7e0ab1645a80,1702040557873,2.418,6.199,-0.063,0
657313eef0fd7e0ab1645a8d,1702040558081,2.437,6.352,-0.377,0
657313eef0fd7e0ab1645a99,1702040558271,2.437,6.352,-0.377,0
657313eef0fd7e0ab1645aa4,1702040558462,2.502,6.644,-0.639,0
657313eef0fd7e0ab1645ab1,1702040558657,2.502,6.644,-0.639,0
657313eef0fd7e0ab1645abf,1702040558852,2.502,6.644,-0.639,0
657313eff0fd7e0ab1645acc,1702040559037,2.444,6.875,-0.659,0
657313eff0fd7e0ab1645ad5,1702040559223,2.444,6.875,-0.659,0
657313eff0fd7e0ab1645ae1,1702040559410,2.444,6.875,-0.659,0
657313eff0fd7e0ab1645aec,1702040559595,2.481,7.3,-0.89,0
657313eff0fd7e0ab1645af8,1702040559790,2.481,7.3,-0.89,0
657313eff0fd7e0ab1645b03,1702040559974,2.486,7.503,-0.874,0
657313f0f0fd7e0ab1645b0f,1702040560194,2.486,7.503,-0.874,0
657313f0f0fd7e0ab1645b1b,1702040560376,2.486,7.503,-0.874,0
657313f0f0fd7e0ab1645b28,1702040560598,2.525,7.492,-0.131,0
657313f0f0fd7e0ab1645b33,1702040560793,2.525,7.492,-0.131,0
657313f0f0fd7e0ab1645b3f,1702040560984,2.525,7.492,-0.131,0
657313f1f0fd7e0ab1645b4c,1702040561215,2.535,7.687,0.16,0
